nama_tempat,rating_tempat,user_ratings_total,latitude,longitude,alamat_tempat,place_id,store,nama_kelurahan,nama_kecamatan,nama_kota
alfamart,4.3,16,-6.3389038,106.8344498,"komp. sta universitas pancasila jl. raya lt agung kel, rt.1/rw.3, srengseng sawah, kota jakarta selatan",ChIJO9SLoXrtaS4R_qO4Q2eaGC0,Alfamart,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
alfamart,4.2,97,-6.3359894,106.8270017,"jl. moch. kahfi ii kel no.23, rt.11/rw.8, srengseng sawah, kota jakarta selatan",ChIJe1YAOdLtaS4Rt7Ol21BHFN4,Alfamart,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
alfamart,2.0,1,-6.3409759,106.8275507,"jl. raya desa putra no. 22, rt no.kel, rt.7/rw.5, srengseng sawah, kota jakarta selatan",ChIJozZ4F7HtaS4R1kONZ5ibbtU,Alfamart,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
alfamart,4.3,363,-6.3390194,106.8285737,"jl. desa putra raya no.3 kel, rw.5, srengseng sawah, kota jakarta selatan",ChIJAw3ltijtaS4RmcB7KA3NCio,Alfamart,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
alfamart,4.5,73,-6.333435799999999,106.835083,"jl. lenteng agung barat no. 9, kel no.04, rt.2/rw.10, srengseng sawah, kota jakarta selatan",ChIJ13AKk4ftaS4RCuU8MrNt6NA,Alfamart,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
alfamart,4.3,85,-6.341221600000001,106.8046813,"jl. m. kahfi i no. 60, rt. 006 kel, rt.8/rw.6, ciganjur, kota jakarta selatan",ChIJ50-5vp3vaS4R4PP0-gOdOLY,Alfamart,Ciganjur,Jagakarsa,Kota Jakarta Selatan
alfamart,4.2,102,-6.3353411,106.8132835,"jl. sadar raya no.kel, rt.2/rw.2, jagakarsa, kota jakarta selatan",ChIJyXE7tX7uaS4R_N1dj_5A7Lk,Alfamart,Jagakarsa,Jagakarsa,Kota Jakarta Selatan
alfamart,3.7,11,-6.3234492,106.8354947,"jl. raya lenteng agung kel no.14, lenteng agung, kota jakarta selatan",ChIJlTB_4sPtaS4Rxc7ws3Uy_40,Alfamart,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan
alfamart,3.7,11,-6.3448658,106.8286053,"jl. srengseng sawah kel no.rt 5/12, rt.5/rw.12, srengseng sawah, kota jakarta selatan",ChIJNeAy4i3saS4R2vlrs_RK_Qk,Alfamart,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
alfamart,1.0,1,-6.345517699999999,106.810441,"jl. wr. sila kel no.48, rt.11/rw.5, ciganjur, kota jakarta selatan",ChIJLccxhA3vaS4R1CueIAoDZlE,Alfamart,Ciganjur,Jagakarsa,Kota Jakarta Selatan
alfamart,4.3,119,-6.3447007,106.8044728,"jl. wr. sila kel no.261, rt.3/rw.4, ciganjur, kota jakarta selatan",ChIJn4GqwYjuaS4RkEZAhdWNiIU,Alfamart,Ciganjur,Jagakarsa,Kota Jakarta Selatan
alfamart,4.0,12,-6.3431267,106.8172234,"jl.moch kahfi 2 rt 5/4 kel, jl. moch. kahfi ii no.2, rt.5/rw.4, ciganjur, kota jakarta selatan",ChIJwRkvJkbvaS4RV98hH2jg2jM,Alfamart,Ciganjur,Jagakarsa,Kota Jakarta Selatan
alfamart,4.4,39,-6.3360353,106.8081282,"jl. h. montong kel, rt.6/rw.2, ciganjur, kota jakarta selatan",ChIJcSF1kHzuaS4RmUi6Derkz0U,Alfamart,Ciganjur,Jagakarsa,Kota Jakarta Selatan
alfamart,4.2,35,-6.346389599999999,106.8257072,"jl.simpang tiga, jl. pratama kel no.22, rt.6/rw.6, srengseng sawah, kota jakarta selatan",ChIJcXskSobtaS4Rgle9vWyGMns,Alfamart,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
alfamart,1.0,1,-6.3450368,106.8152846,"jl. wr. sila no.36, rt.2/rw.5, ciganjur, kota jakarta selatan",ChIJXWJrkhPvaS4Rrveg9EepZfI,Alfamart,Ciganjur,Jagakarsa,Kota Jakarta Selatan
alfamart royal residence,4.6,73,-6.3343032,106.8069313,"mr84+7qf, rt.7/rw.2, ciganjur, kota jakarta selatan",ChIJMU7G8APvaS4RPldwPHdkBVs,Alfamart,Ciganjur,Jagakarsa,Kota Jakarta Selatan
alfamart,0.0,0,-6.357054,106.8095512,"jl. srengseng sawah kel no.4, rt.9/rw.9, cipedak, kota jakarta selatan",ChIJQ72y0hzvaS4RX5dcmBsgyWU,Alfamart,Cipedak,Jagakarsa,Kota Jakarta Selatan
alfamart,4.4,104,-6.3492714,106.8016789,"jl. m. khafi kel no.1, rt.015/rw.1, cipedak, kota jakarta selatan",ChIJ2ZJsw-bvaS4RPE2HSgHEYvc,Alfamart,Cipedak,Jagakarsa,Kota Jakarta Selatan
alfamart,4.2,129,-6.358035099999999,106.8116309,"jl. srengseng sawah kel no.48 rt 2/9, rt.3/rw.9, srengseng sawah, kota jakarta selatan",ChIJO-fSOk7vaS4RCj8aV46LE6Q,Alfamart,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
alfamart srengseng sawah 4 (eh83),4.3,15,-6.357146999999999,106.8095228,"jl. srengseng sawah no.1, rt.4/rw.9, srengseng sawah, kota jakarta selatan",ChIJ88BZcpnuaS4RE8o0nNn30ow,Alfamart,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
alfamart,4.1,107,-6.3629942,106.8021022,"jl.moch kahfi i, gg. pedati selatan kel no.60, rt.6/rw.2, cipedak, kota jakarta selatan",ChIJ7ykmvmrvaS4RlZev4Fju-J8,Alfamart,Cipedak,Jagakarsa,Kota Jakarta Selatan
alfamart,4.3,162,-6.3633345,106.8067338,"jl. moch. kahfi ii kel no.24, rt.7/rw.3, cipedak, kota jakarta selatan",ChIJreD62aLuaS4RmuRbWickzPw,Alfamart,Cipedak,Jagakarsa,Kota Jakarta Selatan
alfamart,3.9,13,-6.3519106,106.8104356,"jl. timbul rt 1/3 kel, jl. timbul no.38, rt.1/rw.3, cipedak, kota jakarta selatan",ChIJa5D3PpvuaS4RmD22MJHORS4,Alfamart,Cipedak,Jagakarsa,Kota Jakarta Selatan
alfamart m. kafi 1,4.3,27,-6.354785,106.8104626,"jl. moch. kahfi ii no.35, rt.4/rw.3, cipedak, kota jakarta selatan",ChIJf-XTUHHuaS4R3O2aD58Jejc,Alfamart,Cipedak,Jagakarsa,Kota Jakarta Selatan
alfamart jl.aselih,4.2,52,-6.3518666,106.8010337,"jrx2+6cr, rt.7/rw.1, cipedak, kota jakarta selatan",ChIJS129nNjvaS4RhFpkPRMENm4,Alfamart,Cipedak,Jagakarsa,Kota Jakarta Selatan
alfamart,0.0,0,-6.352576699999999,106.8188851,"jl. srengseng sawah kel no.18, rw.7, srengseng sawah, kota jakarta selatan",ChIJLdQeZIztaS4R-teqdeGZ2Aw,Alfamart,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
alfamart,4.5,99,-6.348487899999999,106.8200177,"jl. srengseng raya kel no.87, rt.2/rw.7, srengseng sawah, kota jakarta selatan",ChIJPxyLWijsaS4Rl6Ahgql2Zkc,Alfamart,Srengseng Sawah,Jagakarsa,Kota Jakarta Selatan
sumber alfaria trijaya. pt (alfamart),2.7,6,-6.350979499999999,106.8326992,"jl. lenteng agung timur, no. 1 rt. 06 rw. 01, jagakarsa, rt.12/rw.8, lenteng agung, kota jakarta selatan",ChIJddTlTzPsaS4R4BYzvn0YNik,Alfamart,Lenteng Agung,Jagakarsa,Kota Jakarta Selatan
alfamart,4.0,25,-6.304666999999999,106.8503666,"1, jl. rancho indah kel no.7, rt.1/rw.2, tj. bar., kota jakarta selatan",ChIJVdAdII_taS4Rb872ygOcjfw,Alfamart,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan
alfamart tb.simatupang 3,4.3,275,-6.3039748,106.8430684,"jalan tb. simatupang, rt.11/rw.4, tj. bar., kota jakarta selatan",ChIJ76qqqo3taS4RydX_XeSQfH8,Alfamart,Tanjung Barat,Jagakarsa,Kota Jakarta Selatan
alfamart setiabudibarat,5.0,1,-6.2104934,106.8230285,"jl. setiabudi raya no.2, rw.2, kuningan, kota jakarta selatan",ChIJRScsryb1aS4RlODMjqPRKNU,Alfamart,Kuningan,Setiabudi,Kota Jakarta Selatan
alfamart karbela 3,4.3,25,-6.2092301,106.8266949,"jl. setia budi tengah no.5, rt.1/rw.1, kuningan, kota jakarta selatan",ChIJNYn7SAf0aS4RXmIS9qwhxQU,Alfamart,Kuningan,Setiabudi,Kota Jakarta Selatan
alfamart,4.1,101,-6.303783,106.7814079,"jl. karang tengah raya no.kel, rt.6/rw.4, lb. bulus, kota jakarta selatan",ChIJQfRfkSjuaS4RAiYQMIXjONI,Alfamart,Lebak Bulus,Cilandak,Kota Jakarta Selatan
sumber alfaria trijaya. pt (alfamart),1.0,2,-6.3065871,106.7813887,"jl. karang tengah raya no.29, rt.6/rw.4, lb. bulus, kota jakarta selatan",ChIJeZ_0Qy_uaS4RxNoVOQP_Nyc,Alfamart,Lebak Bulus,Cilandak,Kota Jakarta Selatan
alfamart pondok labu,4.4,83,-6.305074599999999,106.794028,"jl. pd. labu 1 no.40, rt.2/rw.7, pd. labu, kota jakarta selatan",ChIJ38bENAvvaS4R1LdbC5p-uDE,Alfamart,Pondok Labu,Cilandak,Kota Jakarta Selatan
alfamart,4.3,11,-6.3101879,106.7901479,"jl. h. ipin kel no.45 - a, rt.11/rw.1, pd. labu, kota jakarta selatan",ChIJk3cbNCPuaS4RrWMFJhBGcY0,Alfamart,Pondok Labu,Cilandak,Kota Jakarta Selatan
bright by alfamart,0.0,0,-6.3037727,106.7821517,"jl. karang tengah raya no.71, rt.7/rw.4, lb. bulus, kota jakarta selatan",ChIJx7rEgOnvaS4REZVEtk4z2X4,Alfamart,Lebak Bulus,Cilandak,Kota Jakarta Selatan
alfamart batan,0.0,0,-6.3002921,106.776064,"jl. lb. bulus no.48, rt.3/rw.4, lb. bulus, kota jakarta selatan",ChIJbd-MJCruaS4RSb7vFayLGfQ,Alfamart,Lebak Bulus,Cilandak,Kota Jakarta Selatan
alfamart,4.2,239,-6.3083256,106.7978603,"jl. pinang raya kel no.6, rt.2/rw.2, pd. labu, kota jakarta selatan",ChIJgwgjsBnuaS4ROK7tEhrHbHM,Alfamart,Pondok Labu,Cilandak,Kota Jakarta Selatan
alfamart,3.9,109,-6.312744899999999,106.7967237,"jl. margasatwa no.1, rt.1/rw.2 kel, pd. labu, kota jakarta selatan",ChIJ9-f0rBfuaS4RflvVgq5gTTo,Alfamart,Pondok Labu,Cilandak,Kota Jakarta Selatan
alfamart,4.4,58,-6.311102099999999,106.7857304,"jl. karang tengah i kel no.2a, rt.3/rw.8, lb. bulus, kota jakarta selatan",ChIJHUbBKDvuaS4RTSYAiwoXKDw,Alfamart,Lebak Bulus,Cilandak,Kota Jakarta Selatan
alfamart,0.0,0,-6.3105462,106.7937534,"jl. pd. labu raya no.7, rw.1, pd. labu, kota jakarta selatan",ChIJmcOA6EXvaS4RQqMPIIRVwRA,Alfamart,Pondok Labu,Cilandak,Kota Jakarta Selatan
alfamart,4.3,3,-6.288993199999999,106.7738201,"pq6f+cg4, ruko pasar jumat, jl. nasional 12, rt.10/rw.7, pd. pinang, kota jakarta selatan",ChIJQ8QJ52vxaS4R9ByNQALudjw,Alfamart,Pondok Pinang,Kebayoran Lama,Kota Jakarta Selatan
alfamart,0.0,0,-6.2795082,106.8072247,"prc4+5ww, rt.6/rw.11, west cilandak, kota jakarta selatan",ChIJg1z4LdjxaS4RtLCmQRpbnE0,Alfamart,Cilandak Barat,Cilandak,Kota Jakarta Selatan
alfamart margasatwa raya,4.6,54,-6.3130741,106.8004155,"jl. margasatwa no.90, rt.8/rw.2, pd. labu, kota jakarta selatan",ChIJ46jSRZvvaS4ReMMdsz0r-Ls,Alfamart,Pondok Labu,Cilandak,Kota Jakarta Selatan
alfamart,4.4,131,-6.2086877,106.8245274,"jl. setia budi barat no.5, rt. 004/003, rt.5/rw.3, kuningan, setia budi, kota jakarta selatan",ChIJuTCdkAT0aS4RNniucbDH9dc,Alfamart,Setia Budi,Setiabudi,Kota Jakarta Selatan
